,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
12382,BRN,Asia,Brunei,2/1/2021,157,0,0.714,3,0,0,358.871,0,1.633,6.857,0,0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12383,BRN,Asia,Brunei,3/1/2021,172,15,2.857,3,0,0,393.158,34.287,6.531,6.857,0,0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12384,BRN,Asia,Brunei,4/1/2021,172,0,2.857,3,0,0,393.158,0,6.531,6.857,0,0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12385,BRN,Asia,Brunei,5/1/2021,172,0,2.857,3,0,0,393.158,0,6.531,6.857,0,0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12386,BRN,Asia,Brunei,6/1/2021,172,0,2.143,3,0,0,393.158,0,4.898,6.857,0,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12387,BRN,Asia,Brunei,7/1/2021,173,1,2.286,3,0,0,395.444,2.286,5.225,6.857,0,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12388,BRN,Asia,Brunei,8/1/2021,173,0,2.286,3,0,0,395.444,0,5.225,6.857,0,0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12389,BRN,Asia,Brunei,9/1/2021,173,0,2.286,3,0,0,395.444,0,5.225,6.857,0,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12390,BRN,Asia,Brunei,10/1/2021,173,0,0.143,3,0,0,395.444,0,0.327,6.857,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12391,BRN,Asia,Brunei,11/1/2021,173,0,0.143,3,0,0,395.444,0,0.327,6.857,0,0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12392,BRN,Asia,Brunei,12/1/2021,174,1,0.286,3,0,0,397.73,2.286,0.653,6.857,0,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12393,BRN,Asia,Brunei,13/1/2021,174,0,0.286,3,0,0,397.73,0,0.653,6.857,0,0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12394,BRN,Asia,Brunei,14/1/2021,174,0,0.143,3,0,0,397.73,0,0.327,6.857,0,0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12395,BRN,Asia,Brunei,15/1/2021,174,0,0.143,3,0,0,397.73,0,0.327,6.857,0,0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12396,BRN,Asia,Brunei,16/1/2021,174,0,0.143,3,0,0,397.73,0,0.327,6.857,0,0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12397,BRN,Asia,Brunei,17/1/2021,174,0,0.143,3,0,0,397.73,0,0.327,6.857,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12398,BRN,Asia,Brunei,18/1/2021,174,0,0.143,3,0,0,397.73,0,0.327,6.857,0,0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12399,BRN,Asia,Brunei,19/1/2021,174,0,0,3,0,0,397.73,0,0,6.857,0,0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12400,BRN,Asia,Brunei,20/1/2021,174,0,0,3,0,0,397.73,0,0,6.857,0,0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12401,BRN,Asia,Brunei,21/1/2021,174,0,0,3,0,0,397.73,0,0,6.857,0,0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12402,BRN,Asia,Brunei,22/1/2021,175,1,0.143,3,0,0,400.016,2.286,0.327,6.857,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12403,BRN,Asia,Brunei,23/1/2021,175,0,0.143,3,0,0,400.016,0,0.327,6.857,0,0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12404,BRN,Asia,Brunei,24/1/2021,175,0,0.143,3,0,0,400.016,0,0.327,6.857,0,0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12405,BRN,Asia,Brunei,25/1/2021,175,0,0.143,3,0,0,400.016,0,0.327,6.857,0,0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12406,BRN,Asia,Brunei,26/1/2021,176,1,0.286,3,0,0,402.301,2.286,0.653,6.857,0,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12407,BRN,Asia,Brunei,27/1/2021,176,0,0.286,3,0,0,402.301,0,0.653,6.857,0,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12408,BRN,Asia,Brunei,28/1/2021,180,4,0.857,3,0,0,411.445,9.143,1.959,6.857,0,0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12409,BRN,Asia,Brunei,29/1/2021,180,0,0.714,3,0,0,411.445,0,1.633,6.857,0,0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12410,BRN,Asia,Brunei,30/1/2021,180,0,0.714,3,0,0,411.445,0,1.633,6.857,0,0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12411,BRN,Asia,Brunei,31/1/2021,180,0,0.714,3,0,0,411.445,0,1.633,6.857,0,0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12412,BRN,Asia,Brunei,1/2/2021,180,0,0.714,3,0,0,411.445,0,1.633,6.857,0,0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12413,BRN,Asia,Brunei,2/2/2021,180,0,0.571,3,0,0,411.445,0,1.306,6.857,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12414,BRN,Asia,Brunei,3/2/2021,180,0,0.571,3,0,0,411.445,0,1.306,6.857,0,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12415,BRN,Asia,Brunei,4/2/2021,180,0,0,3,0,0,411.445,0,0,6.857,0,0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12416,BRN,Asia,Brunei,5/2/2021,180,0,0,3,0,0,411.445,0,0,6.857,0,0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12417,BRN,Asia,Brunei,6/2/2021,181,1,0.143,3,0,0,413.73,2.286,0.327,6.857,0,0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12418,BRN,Asia,Brunei,7/2/2021,181,0,0.143,3,0,0,413.73,0,0.327,6.857,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12419,BRN,Asia,Brunei,8/2/2021,182,1,0.286,3,0,0,416.016,2.286,0.653,6.857,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12420,BRN,Asia,Brunei,9/2/2021,182,0,0.286,3,0,0,416.016,0,0.653,6.857,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12421,BRN,Asia,Brunei,10/2/2021,182,0,0.286,3,0,0,416.016,0,0.653,6.857,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12422,BRN,Asia,Brunei,11/2/2021,183,1,0.429,3,0,0,418.302,2.286,0.98,6.857,0,0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12423,BRN,Asia,Brunei,12/2/2021,184,1,0.571,3,0,0,420.588,2.286,1.306,6.857,0,0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12424,BRN,Asia,Brunei,13/2/2021,184,0,0.429,3,0,0,420.588,0,0.98,6.857,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12425,BRN,Asia,Brunei,14/2/2021,184,0,0.429,3,0,0,420.588,0,0.98,6.857,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12426,BRN,Asia,Brunei,15/2/2021,184,0,0.286,3,0,0,420.588,0,0.653,6.857,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12427,BRN,Asia,Brunei,16/2/2021,184,0,0.286,3,0,0,420.588,0,0.653,6.857,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12428,BRN,Asia,Brunei,17/2/2021,185,1,0.429,3,0,0,422.874,2.286,0.98,6.857,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12429,BRN,Asia,Brunei,18/2/2021,185,0,0.286,3,0,0,422.874,0,0.653,6.857,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12430,BRN,Asia,Brunei,19/2/2021,185,0,0.143,3,0,0,422.874,0,0.327,6.857,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12431,BRN,Asia,Brunei,20/2/2021,185,0,0.143,3,0,0,422.874,0,0.327,6.857,0,0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12432,BRN,Asia,Brunei,21/2/2021,185,0,0.143,3,0,0,422.874,0,0.327,6.857,0,0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12433,BRN,Asia,Brunei,22/2/2021,185,0,0.143,3,0,0,422.874,0,0.327,6.857,0,0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12434,BRN,Asia,Brunei,23/2/2021,185,0,0.143,3,0,0,422.874,0,0.327,6.857,0,0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12435,BRN,Asia,Brunei,24/2/2021,185,0,0,3,0,0,422.874,0,0,6.857,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12436,BRN,Asia,Brunei,25/2/2021,185,0,0,3,0,0,422.874,0,0,6.857,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12437,BRN,Asia,Brunei,26/2/2021,185,0,0,3,0,0,422.874,0,0,6.857,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12438,BRN,Asia,Brunei,27/2/2021,186,1,0.143,3,0,0,425.159,2.286,0.327,6.857,0,0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12439,BRN,Asia,Brunei,28/2/2021,186,0,0.143,3,0,0,425.159,0,0.327,6.857,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12440,BRN,Asia,Brunei,1/3/2021,186,0,0.143,3,0,0,425.159,0,0.327,6.857,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12441,BRN,Asia,Brunei,2/3/2021,187,1,0.286,3,0,0,427.445,2.286,0.653,6.857,0,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12442,BRN,Asia,Brunei,3/3/2021,187,0,0.286,3,0,0,427.445,0,0.653,6.857,0,0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12443,BRN,Asia,Brunei,4/3/2021,188,1,0.429,3,0,0,429.731,2.286,0.98,6.857,0,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12444,BRN,Asia,Brunei,5/3/2021,188,0,0.429,3,0,0,429.731,0,0.98,6.857,0,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12445,BRN,Asia,Brunei,6/3/2021,189,1,0.429,3,0,0,432.017,2.286,0.98,6.857,0,0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12446,BRN,Asia,Brunei,7/3/2021,189,0,0.429,3,0,0,432.017,0,0.98,6.857,0,0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12447,BRN,Asia,Brunei,8/3/2021,190,1,0.571,3,0,0,434.303,2.286,1.306,6.857,0,0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12448,BRN,Asia,Brunei,9/3/2021,191,1,0.571,3,0,0,436.588,2.286,1.306,6.857,0,0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12449,BRN,Asia,Brunei,10/3/2021,192,1,0.714,3,0,0,438.874,2.286,1.633,6.857,0,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12450,BRN,Asia,Brunei,11/3/2021,192,0,0.571,3,0,0,438.874,0,1.306,6.857,0,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12451,BRN,Asia,Brunei,12/3/2021,192,0,0.571,3,0,0,438.874,0,1.306,6.857,0,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12452,BRN,Asia,Brunei,13/3/2021,192,0,0.429,3,0,0,438.874,0,0.98,6.857,0,0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12453,BRN,Asia,Brunei,14/3/2021,199,7,1.429,3,0,0,454.875,16.001,3.265,6.857,0,0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12454,BRN,Asia,Brunei,15/3/2021,199,0,1.286,3,0,0,454.875,0,2.939,6.857,0,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12455,BRN,Asia,Brunei,16/3/2021,202,3,1.571,3,0,0,461.732,6.857,3.592,6.857,0,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12456,BRN,Asia,Brunei,17/3/2021,203,1,1.571,3,0,0,464.018,2.286,3.592,6.857,0,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12457,BRN,Asia,Brunei,18/3/2021,203,0,1.571,3,0,0,464.018,0,3.592,6.857,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12458,BRN,Asia,Brunei,19/3/2021,203,0,1.571,3,0,0,464.018,0,3.592,6.857,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12459,BRN,Asia,Brunei,20/3/2021,205,2,1.857,3,0,0,468.59,4.572,4.245,6.857,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12460,BRN,Asia,Brunei,21/3/2021,206,1,1,3,0,0,470.875,2.286,2.286,6.857,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12461,BRN,Asia,Brunei,22/3/2021,206,0,1,3,0,0,470.875,0,2.286,6.857,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12462,BRN,Asia,Brunei,23/3/2021,206,0,0.571,3,0,0,470.875,0,1.306,6.857,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12463,BRN,Asia,Brunei,24/3/2021,206,0,0.429,3,0,0,470.875,0,0.98,6.857,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12464,BRN,Asia,Brunei,25/3/2021,206,0,0.429,3,0,0,470.875,0,0.98,6.857,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12465,BRN,Asia,Brunei,26/3/2021,206,0,0.429,3,0,0,470.875,0,0.98,6.857,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12466,BRN,Asia,Brunei,27/3/2021,206,0,0.143,3,0,0,470.875,0,0.327,6.857,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12467,BRN,Asia,Brunei,28/3/2021,207,1,0.143,3,0,0,473.161,2.286,0.327,6.857,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12468,BRN,Asia,Brunei,29/3/2021,207,0,0.143,3,0,0,473.161,0,0.327,6.857,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12469,BRN,Asia,Brunei,30/3/2021,210,3,0.571,3,0,0,480.019,6.857,1.306,6.857,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12470,BRN,Asia,Brunei,31/3/2021,212,2,0.857,3,0,0,484.59,4.572,1.959,6.857,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12471,BRN,Asia,Brunei,1/4/2021,213,1,1,3,0,0,486.876,2.286,2.286,6.857,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12472,BRN,Asia,Brunei,2/4/2021,213,0,1,3,0,0,486.876,0,2.286,6.857,0,0,0.72,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12473,BRN,Asia,Brunei,3/4/2021,214,1,1.143,3,0,0,489.162,2.286,2.612,6.857,0,0,0.72,,,,,,,,,,,,,,,,,,340,340,,340,340,0.08,0.08,,777,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12474,BRN,Asia,Brunei,4/4/2021,214,0,1,3,0,0,489.162,0,2.286,6.857,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,500,,,,1143,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12475,BRN,Asia,Brunei,5/4/2021,214,0,1,3,0,0,489.162,0,2.286,6.857,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,554,,,,1266,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
12476,BRN,Asia,Brunei,6/4/2021,214,0,0.571,3,0,0,489.162,0,1.306,6.857,0,0,0.73,,,,,,,,,,,,,,,,,,2323,2323,,,581,0.53,0.53,,1328,40.74,437483,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838
